適合度,根拠,組織,分類,案件名,URL,階層,重複数
S,会場装飾・設営の直接発注,外郭|大阪,展示会・出展/イベント運営,令和8年度「この街のクリエイター博覧会2027」会場設営・運営管理業務募集要項,https://www.obda.or.jp/wp-content/uploads/2026/05/01_konokurihaku2027_Guidelines.pdf,L1,1
S,会場装飾・設営の直接発注,外郭|大阪,展示会・出展/イベント運営,令和8年度「この街のクリエイター博覧会2027」会場設営・運営管理業務仕様書案,https://www.obda.or.jp/wp-content/uploads/2026/05/02_konokurihaku2027_Specs.pdf,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,外郭|山口,展示会・出展/海外展開,海外展示会及び海外バイヤー招聘事業による、海外展開支援補助業務,https://yipf.or.jp/proposal/%e6%b5%b7%e5%a4%96%e5%b1%95%e7%a4%ba%e4%bc%9a%e5%8f%8a%e3%81%b3%e6%b5%b7%e5%a4%96%e3%83%90%e3%82%a4%e3%83%a4%e3%83%bc%e6%8b%9b%e8%81%98%e4%ba%8b%e6%a5%ad%e3%81%ab%e3%82%88%e3%82%8b/?e=contents,L1,1
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「第３１回機械要素技術展」出展に係る装飾委託業務,https://yipf.or.jp/proposal/r8_kikaiyouso/?e=contents,L1,4
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「2025NEW環境展」出展に係る装飾委託業務,https://yipf.or.jp/proposal/exhibitionr8_kankyo/?e=contents,L1,2
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「H2&FC EXPO【秋】／BATTERY JAPAN【秋】」出展に係る装飾業務,https://yipf.or.jp/proposal/h2battery2026-decoration_proposal/?e=contents,L1,1
S,工芸・地域産品の海外展開,外郭|山口,海外展開/工芸・地域産品,海外バイヤー招聘による県内地域産品の視察・商談等実施業務,https://yipf.or.jp/proposal/%e6%b5%b7%e5%a4%96%e3%83%90%e3%82%a4%e3%83%a4%e3%83%bc%e6%8b%9b%e8%81%98%e3%81%ab%e3%82%88%e3%82%8b%e7%9c%8c%e5%86%85%e5%9c%b0%e5%9f%9f%e7%94%a3%e5%93%81%e3%81%ae%e8%a6%96%e5%af%9f%e3%83%bb%e5%95%86/?e=contents,L1,1
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「第４回製造業カーボンニュートラル展」出展に係る装飾委託業務,https://yipf.or.jp/proposal/r7_seizou_cn/?e=contents,L1,1
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「第60回 スーパーマーケット・トレードショー2026」出展に係る装飾委託業務,https://yipf.or.jp/proposal/r7bukka_smts2026/?e=contents,L1,3
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「第３回九州機械要素技術展」出展に係る装飾委託業務,https://yipf.or.jp/proposal/r7_kyushukikaiyouso/?e=contents,L1,2
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「Ｈ２＆ＦＣＥＸＰＯ【秋】２０２５」出展に係る装飾委託業務,https://yipf.or.jp/proposal/h2fcexpo2025-decoration_proposal/?e=contents,L1,3
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「第５回フードテックジャパン」出展に係る装飾委託業務,https://yipf.or.jp/proposal/r6_foodtechjapan/?e=contents,L1,2
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展/海外展開,「国際ロボット展２０２３」出展に係る装飾委託業務,https://yipf.or.jp/proposal/r5_irex2023/?e=contents,L1,1
S,会場装飾・設営の直接発注,外郭|山口,展示会・出展,「FOOD STYLE Japan2023」出展に係る装飾委託業務,https://yipf.or.jp/proposal/foodstylejapan2023-decoration_proposal/?e=contents,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,外郭|山口,展示会・出展/海外展開,海外展開総合支援事業展示会プロモート事業業務委託,https://yipf.or.jp/proposal/%e6%b5%b7%e5%a4%96%e5%b1%95%e9%96%8b%e7%b7%8f%e5%90%88%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad%e5%b1%95%e7%a4%ba%e4%bc%9a%e3%83%97%e3%83%ad%e3%83%a2%e3%83%bc%e3%83%88%e4%ba%8b%e6%a5%ad%e6%a5%ad%e5%8b%99/?e=contents,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,外郭|山口,展示会・出展/海外展開,海外展示会プロモート事業業務委託（シンガポール）【R2.7.15】,https://yipf.or.jp/proposal/r2_7_15/?e=contents,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,外郭|山口,展示会・出展/海外展開,海外展示会プロモート事業業務委託（タイ）【R2.7.8】,https://yipf.or.jp/proposal/r2_7_8/?e=contents,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,市|仙台,展示会・出展/海外展開,海外展示会出展支援事業（仙台グローバルスタートアップ・ハブ）の受託候補者を募集します,https://www.city.sendai.jp/startup-kyoten/globalexpor8.html,L2,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,市|仙台,展示会・出展/海外展開,「仙台ゆかりの漫画・アニメを活用した海外出展業務」に係る公募型プロポーザルの実施について,https://www.city.sendai.jp/contentsoushutsu/animation_manga/r8proposal.html,L2,1
S,会場装飾・設営の直接発注,市|浜松,展示会・出展/海外展開,Bharat Mobility GLOBAL EXPO 2027 The Components & Technology Show出展に係る浜松市ブース出展登録及び装飾等業務（公募型プロポーザル）【浜松市海外経済交流推進協議会】（6月19日）,https://www.city.hamamatsu.shizuoka.jp/sangyoshinko/bid/mobilityshow.html,L2,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,市|浜松,展示会・出展/海外展開,令和8年度市内中小企業海外展開支援国内輸出商社等商談会開催運営業務（公募型プロポーザル方式）【浜松市海外経済交流推進協議会】（6月12日）,https://www.city.hamamatsu.shizuoka.jp/sangyoshinko/bid/syoudankai.html,L2,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,市|福山,展示会・出展/海外展開/プロモーション,２０２７年国際園芸博覧会 福山市出展総合プロデュース・広報業務に係るプロポーザルの実施について,https://www.city.fukuyama.hiroshima.jp/site/rosetownfukuyama/407752.html,L1,1
S,会場装飾・設営の直接発注,市|那覇,イベント運営,令和8年那覇市戦没者追悼式（第31回なぐやけの碑慰霊祭） 会場設営等業務委託に係る制限付き一般競争入札の実施,https://www.city.naha.okinawa.jp/business/touroku/1003844/1010980/1012471.html,L1,1
S,会場装飾・設営の直接発注,市|静岡,イベント運営,【選定結果の公表】公募型プロポーザル「SDGs推進イベント事業会場設営及び運営業務」,https://www.city.shizuoka.lg.jp/s2934/s013132.html,L2,1
S,工芸・地域産品の海外展開,市|静岡,海外展開/工芸・地域産品,【選定結果の公表】公募型プロポーザル「食品関連海外展開支援実施業務」,https://www.city.shizuoka.lg.jp/s2746/s013120.html,L2,1
S,会場装飾・設営の直接発注,市|静岡,展示会・出展,公募型プロポーザル「『第38回日本ものづくりワールド機械要素技術展』静岡市共同出展ブースに係る設営等業務」,https://www.city.shizuoka.lg.jp/s2746/s003750.html,L2,1
S,会場装飾・設営の直接発注,市財団|さいたま市産業創造財団,展示会・出展,【一般競争入札公告】COMPAMED2026ブース装飾業務の公募について,https://www.sozo-saitama.or.jp/topic/compamed-2026/,L2,1
S,会場装飾・設営の直接発注,市財団|さいたま市産業創造財団,展示会・出展,【一般競争入札公告】electronica 2026ブース装飾業務の公募について,https://www.sozo-saitama.or.jp/topic/electronica-2026/,L2,1
S,工芸・地域産品の海外展開,県|宮崎県,海外展開/工芸・地域産品,世界へ羽ばたけ！県産品海外展開強化事業（米国）業務企画提案競技の結果について,https://www.pref.miyazaki.lg.jp/kokusai-keizaikoryu/kense/chotatsu/20260806153408.html,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|宮崎県,展示会・出展/海外展開,2027年国際園芸博覧会屋外出展業務委託に係る企画提案競技の結果について,https://www.pref.miyazaki.lg.jp/utsukushii/kense/chotatsu/20260706125941.html,L1,1
S,会場装飾・設営の直接発注,県|宮崎県,展示会・出展,大規模商談会出展（冷凍部門）に係る宮崎県ブース企画運営業務委託の企画提案競技（プロポーザル方式）の審査結果について,https://www.pref.miyazaki.lg.jp/kigyoshinko/kense/chotatsu/20260519155920.html,L1,1
S,会場装飾・設営の直接発注,県|宮崎県,イベント運営,令和7年度宮崎県総合防災訓練に係る会場設営及び撤去等業務委託の一般競争入札（条件付）の結果について,https://www.pref.miyazaki.lg.jp/kiki-kikikanri/kense/chotatsu/20251024182523.html,L1,1
S,会場装飾・設営の直接発注,県|宮崎県,展示会・出展/イベント運営,大阪・関西万博九州7県合同催事「宮崎県ブース」展示・運営等業務委託企画提案競技の結果について,https://www.pref.miyazaki.lg.jp/kanko-suishin/kense/chotatsu/20250421110848.html,L1,1
S,会場装飾・設営の直接発注,県|富山県,展示会・出展/海外展開,2027年国際園芸博覧会屋内出展施工業務委託に係る公募型プロポーザル審査結果について,https://www.pref.toyama.jp/1613/enngei/2026-07-16.html,L1,1
S,会場装飾・設営の直接発注,県|岡山県,イベント運営,令和８年度岡山県登録販売者試験会場設営業務に係る一般競争入札（条件付）の実施について,https://www.pref.okayama.jp/site/321/1053912.html,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|岡山県,展示会・出展/海外展開/観光・誘客,2026台北国際旅行博（ITF）出展に係る業務に係る公募型プロポーザル（技術提案）,https://www.pref.okayama.jp/site/321/988147.html,L2,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|岩手県,展示会・出展/海外展開,「令和8年度「SIAL Paris 2026 ジャパンパビリオン」出展支援業務」企画提案審査委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1099826.html,L1,1
S,工芸・地域産品の海外展開,県|岩手県,海外展開/工芸・地域産品,令和5年度いわて農林水産物DX販路開拓・拡大戦略策定業務に係る企画提案選考委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1065255.html,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|岩手県,展示会・出展/海外展開/観光・誘客,台北国際観光博覧会（TTE)出展・運営支援業務に係る企画提案選考結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1064546.html,L1,1
S,会場装飾・設営の直接発注,県|徳島県,展示会・出展/海外展開/工芸・地域産品,公募型プロポーザル方式「第13回“日本の食品”輸出EXPO WINTER」徳島県ブース装飾設置運営委託事業者募集に係る質問への回答について,https://www.pref.tokushima.lg.jp/jigyoshanokata/nyusatsu/itaku/7315873/,L1,1
S,工芸・地域産品の海外展開,県|栃木県,海外展開/工芸・地域産品/プロモーション,令和8(2026)年度海外インフルエンサーを活用したいちごオーナー体験等による県産農産物及び農村の魅力発信事業委託業務公募型プロポーザルの審査結果について,https://www.pref.tochigi.lg.jp/g02/2026_ichigoowner_proposal_kekka.html,L2,1
S,工芸・地域産品の海外展開,県|栃木県,海外展開/工芸・地域産品/プロモーション,令和８（2026）年度海外インフルエンサーを活用したいちごオーナー体験等による県産農産物及び農村の魅力発信事業委託業務公募型プロポーザルに係る質問内容及び回答について,https://www.pref.tochigi.lg.jp/g02/houdou/2026_ichigoowner_proposal_shitumon.html,L2,1
S,工芸・地域産品の海外展開,県|栃木県,海外展開/工芸・地域産品/プロモーション,令和８（2026）年度海外インフルエンサーを活用したいちごオーナー体験等による県産農産物及び農村の魅力発信事業委託業務に係る公募型プロポーザルの実施について,https://www.pref.tochigi.lg.jp/g02/houdou/2026_ichigoowner_proposal.html,L2,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|栃木県,展示会・出展/海外展開/工芸・地域産品,「とちぎ食品輸出商談会（韓国）」の参加事業者を募集します,https://www.pref.tochigi.lg.jp/f04/2026-kaigaitenkai/20260915korea.html,L2,1
S,会場装飾・設営の直接発注,県|福岡県,展示会・出展/海外展開,2027年国際園芸博覧会屋内出展作品に係る設計・施工・維持管理業務委託事業者を募集します,https://www.pref.fukuoka.lg.jp/contents/engei-hana.html,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|福島県,展示会・出展/海外展開,「2027国際園芸博覧会への福島県出展業務委託」に係る公募型プロポーザル方式による業務受託者の募集について,https://www.pref.fukushima.lg.jp/sec/36035c/2027engeihaku-kohbo.html,L1,1
S,会場装飾・設営の直接発注,県|群馬県,展示会・出展,「FOODEX JAPAN2027」群馬県ブース全体装飾等設営業務公募型プロポーザルの実施について,https://www.pref.gunma.jp/site/nyuusatsu/770814.html,L2,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|鹿児島県,展示会・出展/海外展開,2027年国際園芸博覧会（GREEN×EXPO2027）鹿児島県屋内出展業務委託の企画提案を募集します,https://www.pref.kagoshima.jp/ag06/hanakaju/greenexpo.html,L1,1
S,会場装飾・設営の直接発注,県|鹿児島県,展示会・出展/海外展開,大規模輸出商談会への出展における鹿児島県ブースの設営・管理及び出展事業者へのサポート業務委託に係る公募型プロポーザルの実施について,https://www.pref.kagoshima.jp/ag36/yusyutsu_shodankai2026.html,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|鹿児島県,展示会・出展/海外展開,半導体関連企業人材確保・取引拡大等支援事業（海外展示会出展）業務委託の企画提案を募集します。,https://www.pref.kagoshima.jp/af03/r8semicon_taiwan.html,L1,1
S,海外展示会・出展支援（東京手仕事M&Oと同型）,県|鹿児島県,展示会・出展/海外展開,【質問書の回答を掲載しました】欧州における商談会等への出展による販路開拓支援等業務委託（令和8年度「かごしま茶」の新たな販路開拓支援事業(かごしま茶「せいめい」研究会の活動支援））の公募について,https://www.pref.kagoshima.jp/ag06/seimei2026.html,L1,1
S,会場装飾・設営の直接発注,県|鹿児島県,イベント運営,「第27回全国農業担い手サミットinかごしま」会場設営等業務委託公募型プロポーザルの実施について,https://www.pref.kagoshima.jp/ag05/summitnyuusatsukaijou.html,L1,1
A,イベント企画運営,国|VIPO,海外展開/文化・芸術/イベント運営,・令和7年度文化庁「国際文化交流・協力推進事業」（TICAD9関連イベントに係る調査及び企画運営実施業務）,https://www.vipo.or.jp/project/africa/,L1,1
A,イベント企画運営,国|伝産協会,工芸・地域産品/イベント運営,（2026/07/03 9:30 締切り）「2026年度 伝統的工芸品月間全国大会関連催事」物流（一括搬入・搬出）業務の入札について,https://kyokai.kougeihin.jp/association_info/20260612/,L1,1
A,海外向けプロモーション,国|日本商工会議所,海外展開/プロモーション,（STEP3〜4）国際ビジネスマッチングサイト（e-Venue）／日本貿易振興機構（JETRO） e-Venueは世界100カ国以上のビジネスパーソンとオンラインで交流できる国際ビジネスマッチングサイトです。国内外の輸出入、業務連携、業務支援サービスなど、様々なタイプのビジネス案件を発信しています。,https://e-venue.jetro.go.jp/bizportal/s/?language=ja,L2,1
A,展示・出展関連,外郭|京都,展示会・出展,京都ビジネス交流フェア２０２５」開催案内発送業務について,https://www.ki21.jp/wordpress/wp-content/uploads/2024/12/DMmitsumori_shipping.pdf,L1,2
A,展示・出展関連,外郭|京都,展示会・出展,『関西四国合同広域商談会2025』発注企業募集案内資料の発送業務に係る公募について,https://www.ki21.jp/wordpress/wp-content/uploads/2024/07/797db5d5dd56f0fcd3245419892acc2d.pdf,L1,2
A,展示・出展関連,外郭|京都,展示会・出展,「京都ビジネス交流フェア2025」開催業務に係る公募型プロポーザルの実施について,https://www.ki21.jp/informations/bp2025_proposal/,L1,2
A,展示・出展関連,外郭|京都,展示会・出展,『 関西・四国合同広域商談会 』案内文書発送業務委託業者の募集について,https://www.ki21.jp/kobo/r4/hasso/20220729.pdf,L1,2
A,展示・出展関連,外郭|宮崎,,小間装飾等業務委託 仕様書,https://www.mepo.or.jp/contents/wp-content/uploads/2026/07/siyousyo.pdf,L1,1
A,展示・出展関連,外郭|宮崎,,第29回機械要素技術展［大阪］（令和８年度）小間装飾等業務委託事業者を募集します,https://www.mepo.or.jp/?post_type=shiensaku&amp;p=7744&amp;preview=true,L1,1
A,展示・出展関連,外郭|山口,,SEMICON Taiwan 2026 小間装飾業務,https://yipf.or.jp/proposal/semicon-taiwan-2026-%e5%b0%8f%e9%96%93%e8%a3%85%e9%a3%be%e6%a5%ad%e5%8b%99/?e=contents,L1,2
A,展示・出展関連,外郭|山口,,SEMICON Japan 2026 小間装飾業務,https://yipf.or.jp/proposal/semicon-japan-2026-%e5%b0%8f%e9%96%93%e8%a3%85%e9%a3%be%e6%a5%ad%e5%8b%99-%e3%83%97%e3%83%ad%e3%83%9d%e3%83%bc%e3%82%b6%e3%83%ab%e5%8b%9f%e9%9b%86/?e=contents,L1,2
A,展示・出展関連,外郭|山口,,SEMICON JAPAN 2024 小間装飾業務,https://yipf.or.jp/proposal/semicon-japan-2024-%e5%b0%8f%e9%96%93%e8%a3%85%e9%a3%be%e6%a5%ad%e5%8b%99-%e3%83%97%e3%83%ad%e3%83%9d%e3%83%bc%e3%82%b6%e3%83%ab%e5%8b%9f%e9%9b%86/?e=contents,L1,1
A,展示・出展関連,外郭|山口,,SEMICON TAIWAN 2024小間装飾業務,https://yipf.or.jp/proposal/semicon-taiwan-2024%e5%b0%8f%e9%96%93%e8%a3%85%e9%a3%be%e6%a5%ad%e5%8b%99/?e=contents,L1,1
A,展示・出展関連,外郭|島根,展示会・出展,令和8年度「専門展示会出展助成金」募集のご案内,https://www.joho-shimane.or.jp/news/wanted_subsidy/11690,L1,1
A,国内展示会・物産展の企画運営,外郭|石川,展示会・出展/工芸・地域産品,中国・重慶で開催する北陸3県工芸品フェアへの出品事業者を募集（石川県 締切：R8.8.28）,https://www.isico.or.jp/support/dgnet/d41196846.html,L1,1
A,展示・出展関連,外郭|石川,展示会・出展,「株式会社阪急阪神百貨店（阪神梅田本店）」との個別商談会 参加事業者の募集（締切：R8.6.23）,https://www.isico.or.jp/support/dgnet/d41194323.html,L1,1
A,展示・出展関連,外郭|香川,,2024/06/17 入札・コンペ 終了 【一般競争入札公告】「RISTかがわ什器・備品等撤去及び処分業務」について,https://www.kagawa-isf.jp/news/13181/,L1,1
A,海外向けプロモーション,市|仙台,海外展開/プロモーション,【受託候補者を選定しました】「東北の県庁所在地六市連携によるインバウンド向け情報発信業務」の事業者を募集します,https://www.city.sendai.jp/tohokurenke-jigyo/tohokurokushi/tokimeku_2026.html,L2,1
A,展示・出展関連,市|千葉,,事務室等に係る什器調達,https://www.city.chiba.jp/byoin/kikaku/zimushitsuzyuki.html,L1,1
A,海外向けプロモーション,市|千葉,海外展開/プロモーション,令和８年度外国料理店・食材店との連携による外国人市民向け情報発信事業務委託,https://www.city.chiba.jp/shimin/shimin/kokusai/2026_kaigairyouri.html,L1,1
A,展示・出展関連,市|千葉,,JR千葉駅・モノレール千葉駅連絡通路壁面等装飾業務委託,https://www.city.chiba.jp/sogoseisaku/sogoseisaku/identitysuishin/900th_wrapping.html,L1,1
A,海外向けプロモーション,市|千葉,海外展開/プロモーション/観光・誘客,令和８年度Webサイト及びSNS等を活用した訪日外国人観光客向け情報発信業務委託,https://www.city.chiba.jp/keizainosei/keizai/promotion/r8websns_inboundjouhouhasshin.html,L1,1
A,展示・出展関連,市|千葉,,待合・カフェ・スタッフラウンジ等に係る什器調達,https://www.city.chiba.jp/byoin/kikaku/publicspace.html,L2,1
A,展示・出展関連,市|千葉,,外来に係る什器調達,https://www.city.chiba.jp/byoin/kikaku/gairaizyuki.html,L2,1
A,展示・出展関連,市|千葉,,医局に係る什器調達,https://www.city.chiba.jp/byoin/kikaku/ikyokuzyuki.html,L2,1
A,展示・出展関連,市|千葉,,病室・デイルーム・家族ラウンジに係る什器調達,https://www.city.chiba.jp/byoin/kikaku/byoshitsudayroomlounge.html,L2,1
A,展示・出展関連,市|千葉,,事務室・会議室等に係る什器調達,https://www.city.chiba.jp/byoin/kikaku/zimushitusukaigishitsu.html,L2,1
A,展示・出展関連,市|千葉,,病棟に係る什器調達,https://www.city.chiba.jp/byoin/kikaku/byoutouzyuki.html,L2,1
A,展示・出展関連,市|姫路,,浜手緑地（中島東地区）複合遊具等更新設計・施工業務に係る公募型プロポーザルの実施,https://www.city.himeji.lg.jp/sangyo/0000033846.html,L1,1
A,イベント企画運営,市|尼崎,プロモーション/イベント運営,SG第73回ボートレースダービー集客イベント及び広告宣伝等運営管理業務に係る事業者の募集について,https://www.city.amagasaki.hyogo.jp/sangyo/zigyousya/co_bosyu/1043853.html,L1,1
A,イベント企画運営,市|尼崎,プロモーション/イベント運営,PGI第7回BBCトーナメント競走集客イベント及び広告宣伝等運営管理業務の事業者募集について,https://www.city.amagasaki.hyogo.jp/sangyo/zigyousya/co_bosyu/1041991.html,L1,1
A,イベント企画運営,市|川崎,プロモーション/イベント運営,地域の子育て支援イベント等のさらなる利用に向けた新たな広報・予約システムの実証実験参加事業者の募集について【募集は終了しました】[2023年9月22日],https://www.city.kawasaki.jp/450/page/0000153355.html,L1,1
A,展示・出展関連,市|札幌,,「令和７年度生活道路除排雪の試験施工等に関する調査業務」に係る一般競争入札のお知らせ,https://www.city.sapporo.jp/kensetsu/yuki/jigyosha/r7seikatsudouro-shikensekou.html,L2,1
A,展示・出展関連,市|札幌,,「令和6年度生活道路除排雪の試験施工に関わるリーフレット等配布業務」に係る一般競争入札のお知らせ,https://www.city.sapporo.jp/kensetsu/yuki/jigyosha/r6johaisetuhaihu.html,L2,1
A,展示・出展関連,市|札幌,,「令和6年度生活道路除排雪の試験施工等に関する調査検討業務」に係る一般競争入札のお知らせ,https://www.city.sapporo.jp/kensetsu/yuki/jigyosha/r6seikatsudouro-shikensekou.html,L2,1
A,展示・出展関連,市|東大阪,展示会・出展/イベント運営,【終了しました】東大阪市「2025大阪・関西万博 自治体参加催事」出展支援業務委託契約に係るプロポーザル参加事業者を募集します,https://www.city.higashiosaka.lg.jp/0000040239.html,L1,1
A,展示・出展関連,市|東大阪,展示会・出展/イベント運営,東大阪市「2025大阪・関西万博 自治体参加催事」出展支援業務委託契約に係るプロポーザルの選考結果,https://www.city.higashiosaka.lg.jp/0000040451.html,L1,1
A,展示・出展関連,市|横浜,,【公募型プロポーザル】瀬谷駅北口駅前広場から旧上瀬谷通信施設地区における緑花による装飾および育成業務委託,https://www.city.yokohama.lg.jp/business/nyusatsu/kakukukyoku/2026/itaku/green/midorihana.html,L1,1
A,展示・出展関連,市|横浜,展示会・出展,【第１期申請受付中】【中東情勢の変化や米国の関税措置等による影響を受ける市内中小企業が対象】展示会出展費用助成金の募集を開始します,https://www.city.yokohama.lg.jp/business/kigyoshien/keieishien/kaihatsu/tenjikai/tennjikaijyosei.html,L2,1
A,イベント企画運営,市|神戸,海外展開/イベント運営,国際女性デーイベント「BE YOU in KOBE」企画運営業務【事業者募集】,https://www.city.kobe.lg.jp/a38629/sdgs/jigyoussya_bosyu_beyou.html,L1,1
A,国内展示会・物産展の企画運営,市|高知,展示会・出展/工芸・地域産品,【事業者募集】れんけいこうち大物産展 土佐の豊穣祭inとさのさと,https://www.city.kochi.kochi.jp/soshiki/204/tosanohojosai.html,L1,1
A,国内展示会・物産展の企画運営,市|高知,展示会・出展/工芸・地域産品,関西圏での外商促進に係る物産展等開催運営業務公募型プロポーザルに関する質疑について,https://www.city.kochi.kochi.jp/soshiki/204/kansaishitsugi.html,L2,1
